quran_text,ur_meaning,en_meaning
عَرَبِیًّا,عربی,(as) a Quran in Arabic
لَّعَلَّكُمْ,تاکہ تم,so that you may
تَعْقِلُوْنَ,تم سمجھ سکو۔ عقل سے کام لو,understand
نَحْنُ,ہم,We
نَقُصُّ,بیان کرتے ہیں,relate
عَلَیْكَ,آپ پر,to you
اَحْسَنَ,بہترین,the best
الْقَصَصِ,بیان۔ بہترین واقعہ۔ قصوں میں سے بہترین قصہ,of the narrations
بِمَاۤ,ساتھ اس کے جو,in what
اَوْحَیْنَاۤ,وحی کررہے ہیں ہم,We have revealed
اِلَیْكَ,آپ کی طرف,to you
هٰذَا,اس,(of) this
الْقُرْاٰنَۖۗ,قرآن (نہیں),the Quran
وَاِنْ,اور بیشک,although
كُنْتَ,تھے آپ,you were
مِنْ,سے,before it
قَبْلِهٖ,اس سے پہلے,before it
لَمِنَ,البتہ میں سے,surely among
الْغٰفِلِیْنَ,غافلوں  (میں سے),the unaware
اِذْ,جب,When
قَالَ,کہا تھا,said
یُوْسُفُ,یوسف نے,Yusuf
لِاَبِیْهِ,اپنے والد سے,to his father
یٰۤاَبَتِ,اے میرے ابا جان,O my father
اِنِّیْ,بیشک میں نے,Indeed I
رَاَیْتُ,نے دیکھا ہے (خواب),I saw
اَحَدَ,ایک,eleven
عَشَرَ,دس (گیارہ),eleven
كَوْكَبًا,ستاروں کو,stars
وَّالشَّمْسَ,اور سورج,and the sun
وَالْقَمَرَ,اور چاند کو,and the moon
رَاَیْتُهُمْ,میں نے دیکھا ان کو,I saw them
لِیْ,میرے لیے,to me
سٰجِدِیْنَ,سجدہ کررہے ہیں,prostrating
قَالَ,اس نے کہا,He said
یٰبُنَیَّ,اے میرے بیٹے,O my son
لَا,نہ,(Do) not
تَقْصُصْ,تم بتانا۔ نہ تم بیان کرنا,relate
رُءْیَاكَ,اپنا خواب,your vision
عَلٰۤی,پر,to
اِخْوَتِكَ,اپنے بھائیوں پر,your brothers
فَیَكِیْدُوْا,ورنہ وہ چال چلیں گے,lest they plan
لَكَ,تیرے لیے,against you
كَیْدًاؕ,ایک چال,a plot
اِنَّ,بیشک,Indeed
الشَّیْطٰنَ,شیطان,the Shaitaan
لِلْاِنْسَانِ,انسان کے لیے,(is) to man
عَدُوٌّ,دشمن ہے,an enemy
مُّبِیْنٌ,کھلا,open
وَكَذٰلِكَ,اور اسی طرح,And thus
یَجْتَبِیْكَ,چن لے گا تجھ کو,will choose you
رَبُّكَ,تیرا رب,your Lord
وَیُعَلِّمُكَ,اور سکھائے گا تجھ کو,and will teach you
مِنْ,کی,of
تَاْوِیْلِ,اور پورا کردے گا,(the) interpretation
الْاَحَادِیْثِ,باتوں کا مطلب۔ باتوں کی تہہ تک پہنچنا,(of) the narratives
وَیُتِمُّ,اور پورا کر دے گا,and complete
نِعْمَتَهٗ,اپنی نعمت کو,His Favor
عَلَیْكَ,تجھ پر,on you
وَعَلٰۤی,اور پر,and on
اٰلِ,آل,(the) family
یَعْقُوْبَ,یعقوب پر,(of) Yaqub
كَمَاۤ,جیسا کہ,as
اَتَمَّهَا,اس نے پورا کیا اس کو,He completed it
عَلٰۤی,پر,on
اَبَوَیْكَ,تیرے دو باپوں پر,your two forefathers
مِنْ,سے,before
قَبْلُ,اس (سے) پہلے,before
اِبْرٰهِیْمَ,ابراہیم پر,Ibrahim
وَاِسْحٰقَؕ,اور اسحاق,and Isaac
اِنَّ,بیشک,Indeed
رَبَّكَ,تیرا رب,your Lord
عَلِیْمٌ,علم والا,(is) All-Knower
حَكِیْمٌ,حکمت والا ہے,All-Wise
لَقَدْ,البتہ تحقیق,Certainly
كَانَ,ہیں,were
فِیْ,میں,in
یُوْسُفَ,یوسف,Yusuf
وَاِخْوَتِهٖۤ,اور اس کے بھائیوں میں,and his brothers
اٰیٰتٌ,نشانیاں,signs
لِّلسَّآىِٕلِیْنَ,سوال کرنے والوں کے لیے,for those who ask
اِذْ,جب,When
قَالُوْا,انہوں نے کہا تھا,they said
لَیُوْسُفُ,بلاشبہ یوسف,Surely Yusuf
وَاَخُوْهُ,اور اس کا بھائی,and his brother
اَحَبُّ,زیادہ پیارے ہیں۔ محبوب ہیں,(are) more beloved
اِلٰۤی,طرف,to
اَبِیْنَا,ہمارے باپ کے,our father
مِنَّا,بہ نسبت ہمارے,than we
وَنَحْنُ,حالانکہ ہم,while we
عُصْبَةٌؕ,ایک گروہ ہیں۔ جتھہ ہیں,(are) a group
اِنَّ,بیشک,Indeed
اَبَانَا,ہمارے والد,our father
لَفِیْ,البتہ میں,(is) surely in
ضَلٰلٍ,بھول میں ہیں,an error
مُّبِیْنِ,واضح,clear
١قْتُلُوْا,قتل کردو,Kill
یُوْسُفَ,یوسف کو,Yusuf
اَوِ,یا,or
اطْرَحُوْهُ,پھینک دو اس کو,cast him
اَرْضًا,کسی زمین میں,(to) a land
یَّخْلُ,خالی ہوجائے گا,so will be free
لَكُمْ,تمہارے لیے,for you
وَجْهُ,چہرہ,(the) face
اَبِیْكُمْ,تمہارے باپ کا,(of) your father
وَتَكُوْنُوْا,اور تم ہوجانا,and you will be
مِنْ,کے,after that
بَعْدِهٖ,اس کام کے بعد,after that
قَوْمًا,لوگ,a people
صٰلِحِیْنَ,نیک,righteous
قَالَ,کہا,Said
قَآىِٕلٌ,ایک کہنے والے نے,a speaker
مِّنْهُمْ,انہی میں سے,among them
لَا,مت,(Do) not
تَقْتُلُوْا,قتل کرو,kill
یُوْسُفَ,یوسف کو,Yusuf
وَاَلْقُوْهُ,بلکہ ڈال دو اس کو,but throw him
فِیْ,میں,in
غَیٰبَتِ,اندھیرے,the bottom
الْجُبِّ,کنوئیں میں۔ کنوئیں کی گہرائی میں,(of) the well
یَلْتَقِطْهُ,اٹھا لے گا اس کو,will pick him
بَعْضُ,کوئی,some
السَّیَّارَةِ,قافلہ,[the] caravan
اِنْ,اگر,if
كُنْتُمْ,ہو تم,you are
فٰعِلِیْنَ,کرنے والے,doing
قَالُوْا,انہوں نے کہا,They said
یٰۤاَبَانَا,اے ہمارے ابا جان,O our father
مَا,کیا ہے,Why
لَكَ,آپ کو,(do) you
لَا,نہیں,not
تَاْمَنَّا,آپ بھروسہ کرتے ہم,trust us
عَلٰی,پر,with
یُوْسُفَ,یوسف کے معاملے میں,Yusuf
وَاِنَّا,اور بیشک ہم,while indeed we
لَهٗ,اس کے لیے,(are) for him
لَنٰصِحُوْنَ,یقینا خیرخواہ ہیں,surely well-wishers
اَرْسِلْهُ,بھیجئے اس کو,Send him
مَعَنَا,ہمارے ساتھ,with us
غَدًا,کل,tomorrow
یَّرْتَعْ,وہ چرلے۔ کھالے,(to) enjoy
وَیَلْعَبْ,اور کھیلے,and play
وَاِنَّا,اور بیشک ہم,And indeed we
لَهٗ,اس کے لیے,for him
لَحٰفِظُوْنَ,البتہ حفاظت کرنے والے ہیں,(will) surely (be) guardians
قَالَ,اس نے کہا,He said
اِنِّیْ,بیشک مجھے,Indeed [I]
لَیَحْزُنُنِیْۤ,البتہ غمگین کرتی ہے مجھ (یہ بات),it surely saddens me
اَنْ,کہ,that
تَذْهَبُوْا,تم لے جاؤ,you should take him
بِهٖ,اس کو,you should take him
وَاَخَافُ,اور میں ڈرتا ہوں,and I fear
اَنْ,کہ,that
یَّاْكُلَهُ,کھاجائے گا اس کو,would eat him
الذِّئْبُ,بھیڑیا,a wolf
وَاَنْتُمْ,اس حال میں کہ تم,while you
عَنْهُ,اس سے,of him
غٰفِلُوْنَ,غافل ہو,(are) unaware
قَالُوْا,انہوں نے کہا,They said
لَىِٕنْ,البتہ اگر,If
اَكَلَهُ,تو کھا گیا اس کو,eats him
الذِّئْبُ,بھیڑیا,the wolf
وَنَحْنُ,جبکہ ہم,while we
عُصْبَةٌ,ایک گروہ ہیں,(are) a group
اِنَّاۤ,بیشک ہم,indeed we
اِذًا,تب,then
لَّخٰسِرُوْنَ,البتہ خسارہ پانے والے ہیں,surely (would be) losers
فَلَمَّا,تو جب,So when
ذَهَبُوْا,وہ لے گئے,they took him
بِهٖ,اس کو,they took him
وَاَجْمَعُوْۤا,اور انہوں نے اتفاق طے کرلیا,and agreed
اَنْ,کہ,that
یَّجْعَلُوْهُ,ڈالیں اس کو,they put him
فِیْ,میں,in
غَیٰبَتِ,اندھے,(the) bottom
الْجُبِّۚ,کنوئیں میں۔ کنوئیں کی گہرائی میں,(of) the well
وَاَوْحَیْنَاۤ,اور وحی کی ہم نے,But We inspired
اِلَیْهِ,اس کی طرف,to him
لَتُنَبِّئَنَّهُمْ,البتہ تو ضرور آگاہ کرے گا ان کو,Surely you will inform them
بِاَمْرِهِمْ,ان کے کام کے بارے میں,about this affair
هٰذَا,اس,about this affair
وَهُمْ,اور وہ,while they
لَا,نہ,(do) not
یَشْعُرُوْنَ,شعور  رکھتے ہوں گے,perceive
وَجَآءُوْۤ,اور وہ آگئے,And they came
اَبَاهُمْ,اپنے باپ کے پاس,(to) their father
عِشَآءً,عشاء کے وقت,early at night
یَّبْكُوْنَ,روتے پیٹتے,weeping
قَالُوْا,کہنے لگے,They said
یٰۤاَبَانَاۤ,اے ابا جان,O our father
اِنَّا,بیشک ہم,Indeed we
ذَهَبْنَا,ہم چلے گئے تھے,[we] went
نَسْتَبِقُ,دوڑ لگانے کے لیے,racing each other
وَتَرَكْنَا,اور ہم چھوڑ گئے,and we left
یُوْسُفَ,یوسف کو,Yusuf
عِنْدَ,پاس,with
مَتَاعِنَا,اپنے سامان کے,our possessions
فَاَكَلَهُ,پھر کھا گیا اس کو,and ate him
الذِّئْبُۚ,بھیڑیا,the wolf
وَمَاۤ,اور نہیں,But not
اَنْتَ,تو,you
بِمُؤْمِنٍ,ماننے والا,(will) believe
لَّنَا,ہم کو,us
وَلَوْ,اور اگرچہ,even if
كُنَّا,ہوں ہم,we are
صٰدِقِیْنَ,سچ بولنے والے,truthful
وَجَآءُوْ,اور وہ لائے تھے,And they brought
عَلٰی,پر,upon
قَمِیْصِهٖ,اس کی قمیص,his shirt
بِدَمٍ,خون,with false blood
كَذِبٍؕ,جھوٹا,with false blood
قَالَ,کہا,He said
بَلْ,بلکہ,Nay
سَوَّلَتْ,آسان کردیا,has enticed you
لَكُمْ,تمہارے لیے,has enticed you
اَنْفُسُكُمْ,تمہارے نفسوں نے,your souls
اَمْرًاؕ,ایک کام کو,(to) a matter
فَصَبْرٌ,تو صبر ہی,so patience
جَمِیْلٌؕ,اچھا ہے,(is) beautiful
وَاللّٰهُ,اور اللہ ہی ہے,And Allah
الْمُسْتَعَانُ,جس سے مدد چاہی جاسکتی ہے,(is) the One sought for help
عَلٰی,اس کے خلاف,against
مَا,جو,what
تَصِفُوْنَ,تم بیان کررہے ہو,you describe
وَجَآءَتْ,اور آیا,And there came
سَیَّارَةٌ,ایک قافلہ,a caravan
فَاَرْسَلُوْا,تو انہوں نے بھیجا,and they sent
وَارِدَهُمْ,اپنا پانی پلانے والا,their water drawer
فَاَدْلٰی,تو اس نے ڈالا,then he let down
دَلْوَهٗؕ,اپنا ڈول,his bucket
قَالَ,بولا,He said
یٰبُشْرٰی,واہ خوش خبری,O good news
هٰذَا,یہ,This
غُلٰمٌؕ,تو ایک لڑکا ہے,(is) a boy
وَاَسَرُّوْهُ,اور انہوں نے چھپالیا اس کو,And they hid him
بِضَاعَةًؕ,سامان سمجھ کر۔ مال تجارت سمجھ کر,(as) a merchandise
وَاللّٰهُ,اور اللہ,And Allah
عَلِیْمٌ,علم والا ہے,(is) All-Knower
بِمَا,ساتھ اس کے جو,of what
یَعْمَلُوْنَ,وہ کررہے تھے,they do
وَشَرَوْهُ,اور انہوں نے بیچ ڈالا اس کو,And they sold him
بِثَمَنٍ,قیمت پر,for a price
بَخْسٍ,کم,very low
دَرَاهِمَ,درہموں میں,dirhams
مَعْدُوْدَةٍۚ,گنے چنے,few
وَكَانُوْا,اور وہ تھے,and they were
فِیْهِ,اس کے بارے میں,about him
مِنَ,سے,of
الزَّاهِدِیْنَ,بےرغبت لوگوں میں سے,those keen to give up
وَقَالَ,اور کہا,And said
الَّذِی,اس شخص نے,the one who
اشْتَرٰىهُ,جس نے خریدا تھا اس کو,bought him
مِنْ,سے,of
مِّصْرَ,مصر  سے,Egypt
لِامْرَاَتِهٖۤ,اپنی بیوی کو,to his wife
اَكْرِمِیْ,باعزت رکھ۔ عزت کے ساتھ دے,Make comfortable
مَثْوٰىهُ,ٹھکانہ اس کو,his stay
عَسٰۤی,امید ہے,Perhaps
اَنْ,کہ,that
یَّنْفَعَنَاۤ,نفع دے گا ہم کو,(he) will benefit us
اَوْ,یا,or
نَتَّخِذَهٗ,ہم بنالیں گے اس کو,we will take him
وَلَدًاؕ,بیٹا,(as) a son
وَكَذٰلِكَ,اور اسی طرح,And thus
مَكَّنَّا,ٹھکانہ دیا ہم نے,We established
لِیُوْسُفَ,یوسف کو,Yusuf
فِی,میں,in
الْاَرْضِؗ,زمین میں,the land
وَلِنُعَلِّمَهٗ,اور تاکہ ہم سکھائیں اس کو,that We might teach him
مِنْ,سے,(the) interpretation of
تَاْوِیْلِ,مطلب مٰیں سے,(the) interpretation of
الْاَحَادِیْثِؕ,باتوں کے (مطلب مٰیں سے),the events
وَاللّٰهُ,اور اللہ تعالیٰ,And Allah
غَالِبٌ,غالب ہے,(is) Predominant
عَلٰۤی,میں۔ پر,over
اَمْرِهٖ,اپنے فیصلے (میں) اپنے کام پر,His affairs
وَلٰكِنَّ,اور لیکن,but
اَكْثَرَ,اکثر,most
النَّاسِ,لوگ,(of) the people
لَا,نہیں,(do) not
یَعْلَمُوْنَ,علم رکھتے,know
وَلَمَّا,اور جب,And when
بَلَغَ,وہ پہنچا,he reached
اَشُدَّهٗۤ,اپنی جوانی کو,his maturity
اٰتَیْنٰهُ,دی ہم نے اس کو,We gave him
حُكْمًا,قوت فیصلہ,wisdom
وَّعِلْمًاؕ,اور علم,and knowledge
وَكَذٰلِكَ,اور اسی طرح,And thus
نَجْزِی,ہم جزا دیتے ہیں,We reward
الْمُحْسِنِیْنَ,احسان کرنے والوں کو,the good-doers
وَرَاوَدَتْهُ,اور پھسلانا چاہا اس کو,And sought to seduce him
الَّتِیْ,اس عورت نے,she who
هُوَ,وہ,he (was)
فِیْ,میں,in
بَیْتِهَا,جس کے گھر میں تھے,her house
عَنْ,سے,from
نَّفْسِهٖ,اس کے نفس سے,his self
وَغَلَّقَتِ,اور بند کرلیے,And she closed
الْاَبْوَابَ,دروازے,the doors
وَقَالَتْ,اور بولی,and she said
هَیْتَ,آجاؤ,Come on
لَكَؕ,تم,you
قَالَ,بولے,He said
مَعَاذَ,پناہ,I seek refuge in Allah
اللّٰهِ,اللہ کی,I seek refuge in Allah
اِنَّهٗ,بیشک وہ,Indeed he
رَبِّیْۤ,میرا رب ہے,(is) my lord
اَحْسَنَ,جس نے اچھا دیا,(who has) made good
مَثْوَایَؕ,مجھے ٹھکانہ,my stay
اِنَّهٗ,بیشک وہ,Indeed
لَا,نہیں,not
یُفْلِحُ,فلاح پاتے,will succeed
الظّٰلِمُوْنَ,وہ جو ظالم ہیں,the wrongdoers
وَلَقَدْ,اور البتہ تحقیق,And certainly
هَمَّتْ,اس عورت نے ارادہ کیا,she did desire
بِهٖ,اس کا,him
وَهَمَّ,اور وہ بھی ارادہ کرلیتا,and he would have desired
بِهَا,اس کا,her
لَوْلَاۤ,اگر نہ,if not
اَنْ,کہ,that
رَّاٰ,وہ دیکھ لیتا,he saw
بُرْهَانَ,برہان,the proof
رَبِّهٖؕ,اپنے رب کی,(of) his Lord
كَذٰلِكَ,اسی طرح,Thus
لِنَصْرِفَ,تاکہ ہم پھیر دیں,that We might avert
عَنْهُ,اس سے,from him
السُّوْٓءَ,برائی کو,the evil
وَالْفَحْشَآءَؕ,اور بےحیائی کو,and the immorality
اِنَّهٗ,کیونکہ وہ,Indeed he
مِنْ,سے,(was) of
عِبَادِنَا,ہمارے بندوں میں (سے) تھا,Our slaves
الْمُخْلَصِیْنَ,چنے ہوئے,the sincere
وَاسْتَبَقَا,اور وہ دونوں بڑھے,And they both raced
الْبَابَ,دروازے کی طرف,(to) the door
وَقَدَّتْ,اور اس عورت نے پھاڑ دیا,and she tore
قَمِیْصَهٗ,اس کا قمیص,his shirt
مِنْ,سے,from
دُبُرٍ,پچھلی طرف سے,the back
وَّاَلْفَیَا,اور دونوں نے پایا,and they both found
سَیِّدَهَا,اس کے شوہر کو,her husband
لَدَا,پاس,at
الْبَابِؕ,دروازے کے (پاس),the door
قَالَتْ,بول اٹھی,She said
مَا,کیا,What
جَزَآءُ,بدلہ ہوسکتا ہے,(is) the recompense
مَنْ,جو,(of one) who
اَرَادَ,ارادہ کرے,intended
بِاَهْلِكَ,تیری گھروالی کے ساتھ,for your wife
سُوْٓءًا,برائی کا,evil
اِلَّاۤ,مگر,except
اَنْ,یہ کہ,that
یُّسْجَنَ,قید کیا جائے,he be imprisoned
اَوْ,یا,or
عَذَابٌ,سزا دیا جائے,a punishment
